"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72306013722","2020-05-10T00:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.25","34","39","0.00",,"-0.03","0","82","30.25","CLR:00","29.78","10.00","37","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11405/10/20 00:51:02 METAR KRDU 100551Z 00000KT 10SM CLR 04/01 A3025 RMK AO2 SLP245 T00390011 10144 20033 50009 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T01:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34","39",,,"0.03","9","82","30.25",,"29.79","9.94","37","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32966 00000 10039 20011 30087 40245 50009 90551 333 10144 20033 555 91006=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T01:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.25","34","38","0.00",,,,"86","30.25","CLR:00","29.78","10.00","36","050",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09605/10/20 01:51:02 METAR KRDU 100651Z 05004KT 10SM CLR 03/01 A3025 RMK AO2 SLP245 T00330011 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T02:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.26","34","38","0.00",,,,"86","30.26","CLR:00","29.79","10.00","36","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09605/10/20 02:51:02 METAR KRDU 100751Z 00000KT 10SM CLR 03/01 A3026 RMK AO2 SLP246 T00330011 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T03:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.28","29","40","0.00",,"-0.03","3","65","30.28","FEW:02 250","29.81","10.00","36","100",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10605/10/20 03:51:02 METAR KRDU 100851Z 10005KT 10SM FEW250 04/M02 A3028 RMK AO2 SLP254 T00441017 53010 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T04:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.28","29","41","0.00",,,,"62","30.28","FEW:02 250","29.81","10.00","36","090",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/10/20 04:51:02 METAR KRDU 100951Z 09004KT 10SM FEW250 05/M02 A3028 RMK AO2 SLP254 T00501017 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T05:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.30","29","40","0.00",,,,"65","30.30","FEW:02 250","29.83","10.00","36","100",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/10/20 05:51:02 METAR KRDU 101051Z 10004KT 10SM FEW250 04/M02 A3030 RMK AO2 SLP261 T00441017 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T06:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.31","31","45","0.00",,"-0.03","3","58","30.31","FEW:02 250","29.84","10.00","39","120",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11705/10/20 06:51:02 METAR KRDU 101151Z 12008KT 10SM FEW250 07/M01 A3031 RMK AO2 SLP264 T00721006 10072 20022 53010 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T07:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","45",,,"-0.03","3","58","30.31",,"29.85","9.94","39","120",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32966 21208 10072 21006 30107 40264 53010 91151 333 10172 20022 555 91012=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T07:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.32","33","50","0.00",,,,"52","30.31","FEW:02 250","29.85","10.00","43","130",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/10/20 07:51:02 METAR KRDU 101251Z 13009KT 10SM FEW250 10/01 A3032 RMK AO2 SLP265 T01000006 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T08:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.31","34","55","0.00",,,,"45","30.30","FEW:02 250","29.84","10.00","45","150",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/10/20 08:51:02 METAR KRDU 101351Z 15007KT 10SM FEW250 13/01 A3031 RMK AO2 SLP262 T01280011 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T09:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.29","33","59","0.00",,"+0.02","8","38","30.29","SCT:04 250","29.82","10.00","47","120",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10405/10/20 09:51:02 METAR KRDU 101451Z 12005KT 10SM SCT250 15/01 A3029 RMK AO2 SLP257 T01500006 58007 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T10:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.28","34","62","0.00",,,,"35","30.28","SCT:04 250","29.81","10.00","49","VRB",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/10/20 10:51:02 METAR KRDU 101551Z VRB04KT 10SM SCT250 17/01 A3028 RMK AO2 SLP253 T01670011 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T11:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","38","65","0.00",,,,"37","30.24","SCT:04 250","29.77","10.00","52","210",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/10/20 11:51:02 METAR KRDU 101651Z 21008KT 10SM SCT250 18/03 A3024 RMK AO2 SLP241 T01830033 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T12:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","39","67","0.00",,"+0.08","8","36","30.21","FEW:02 65 FEW:02 250","29.74","10.00","53","240",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12305/10/20 12:51:02 METAR KRDU 101751Z 24008KT 10SM FEW065 FEW250 19/04 A3021 RMK AO2 SLP230 T01940039 10194 20078 58026 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T13:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39","67",,,"+0.08","8","36","30.21","57","29.75","9.94","53","240",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32766 22408 10194 20039 30073 40230 58026 91751 333 10194 20078 555 91018=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T13:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.17","39","68","0.00",,,,"35","30.17","FEW:02 65 FEW:02 250","29.70","10.00","53","220","21","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10805/10/20 13:51:02 METAR KRDU 101851Z 22012G18KT 10SM FEW065 FEW250 20/04 A3017 RMK AO2 SLP217 T02000039 (RP)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T14:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","40","70","0.00",,,,"34","30.14","FEW:02 65 FEW:02 250","29.67","10.00","55","200","20","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10805/10/20 14:51:02 METAR KRDU 101951Z 20011G17KT 10SM FEW065 FEW250 21/04 A3014 RMK AO2 SLP206 T02110044 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T15:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","39","69","0.00",,"+0.10","6","33","30.11","FEW:02 65 FEW:02 250","29.64","10.00","54","210","23","18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11405/10/20 15:51:02 METAR KRDU 102051Z 21016G20KT 10SM FEW065 FEW250 21/04 A3011 RMK AO2 SLP197 T02060039 56033 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T16:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.10","38","69","0.00",,,,"32","30.10","FEW:02 65","29.63","10.00","53","240",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09805/10/20 16:51:02 METAR KRDU 102151Z 24007KT 10SM FEW065 21/03 A3010 RMK AO2 SLP192 T02060033 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T17:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","38","68","0.00",,,,"33","30.08","SCT:04 65","29.61","10.00","53","220","23","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10105/10/20 17:51:02 METAR KRDU 102251Z 22012G20KT 10SM SCT065 20/03 A3008 RMK AO2 SLP185 T02000033 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T18:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.08","40","64","0.00",,"+0.04","6","41","30.07","FEW:02 65","29.61","10.00","52","210",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11605/10/20 18:51:02 METAR KRDU 102351Z 21009KT 10SM FEW065 18/04 A3008 RMK AO2 SLP184 T01780044 10211 20178 56013 (HA)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T19:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40","64",,,"+0.04","6","41","30.07","57","29.62","9.94","52","210",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32766 22109 10178 20044 30030 40184 56013 92351 333 10211 20022 555 91100=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T19:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.07","41","61","0.00",,,,"48","30.07","FEW:02 65","29.60","10.00","51","180",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09305/10/20 19:51:01 METAR KRDU 110051Z 18006KT 10SM FEW065 16/05 A3007 RMK AO2 SLP182 T01610050","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T20:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.07","41","60","0.00",,,,"50","30.06","CLR:00","29.60","10.00","51","190",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09005/10/20 20:51:01 METAR KRDU 110151Z 19007KT 10SM CLR 16/05 A3007 RMK AO2 SLP180 T01560050","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T21:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","42","59","0.00",,"+0.01","8","54","30.06","CLR:00","29.59","10.00","50","180",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09605/10/20 21:51:01 METAR KRDU 110251Z 18006KT 10SM CLR 15/06 A3006 RMK AO2 SLP178 T01500056 58004","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T22:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","45","59","0.00",,,,"60","30.05","CLR:00","29.58","10.00","52","190",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09005/10/20 22:51:02 METAR KRDU 110351Z 19011KT 10SM CLR 15/07 A3005 RMK AO2 SLP175 T01500072","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T23:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.04","46","58","0.00",,,,"65","30.03","CLR:00","29.57","10.00","52","210",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10005/10/20 23:51:02 METAR KRDU 110451Z 21010KT 10SM CLR 14/08 A3004 RMK AO2 SLP170 T01440078 402110022","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-10T23:59:00","SOD  ","6",,,,,,,,,,,,,,,"37","53","50","30.19","29.73","47","8.3","0","-13.4","12","70","36","220","27","0.00","0","0.0","230","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 7024 HR MIN TEMP (F): 36AVERAGE STATION PRESSURE:29.735 MINIMUM SEA LEVEL PRESSURE:30.03 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 27 PEAK WIND DIR (DEG):220 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 21FASTEST 2MIN DIR (DEG):230 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 8.3 24 HR AVG TEMP (F): 53DEPART FROM NORMAL:-13  HEATING DEGREE DAYS: 12 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST):70  LATEST NIGHT MIN TEMP(1900-0800 LST):36 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0513","1910",,"2009-07-08"
"72306013722","2020-05-11T00:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.02","47","57","0.00",,"+0.04","8","69","30.01","CLR:00","29.55","10.00","52","210",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11405/11/20 00:51:02 METAR KRDU 110551Z 21010KT 10SM CLR 14/08 A3002 RMK AO2 SLP162 T01390083 10178 20139 58015 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-11T01:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47","57",,,"+0.04","8","69","30.01",,"29.56","9.94","52","210",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072306 32966 02110 10139 20083 30010 40162 58015 90551 333 10178 20022 555 91106=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-11T01:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","48","57","0.00",,,,"72","29.98","CLR:00","29.52","10.00","52","220",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09605/11/20 01:51:02 METAR KRDU 110651Z 22008KT 10SM CLR 14/09 A2999 RMK AO2 SLP153 T01390089 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-11T02:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.97","48","56","0.00",,,,"75","29.96","CLR:00","29.50","10.00","52","210",,"13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09605/11/20 02:51:02 METAR KRDU 110751Z 21011KT 10SM CLR 13/09 A2997 RMK AO2 SLP147 T01330089 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-11T03:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","49","54","0.00",,"+0.04","5","83","29.97","CLR:00","29.51","10.00","51","220",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10205/11/20 03:51:02 METAR KRDU 110851Z 22006KT 10SM CLR 12/09 A2998 RMK AO2 SLP149 T01220094 55014 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
"72306013722","2020-05-11T04:51:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","49","52","0.00",,,,"89","29.99","CLR:00","29.52","10.00","50","250",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09605/11/20 04:51:02 METAR KRDU 110951Z 25005KT 10SM CLR 11/09 A2999 RMK AO2 SLP155 T01110094 (SMK)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-07-08"
